"고객번호","이용금액14_1","이용금액14_2","이용금액14_3","이용금액14_4","이용금액15_1","이용금액15_2","이용금액15_3","이용금액15_4","고객구분"
"09664",891864,660529,844167,1115558,930612,1362810,1202347,764516,"0"
"09665",3934613,5297009,2712213,10058498,3147595,11374504,3812518,7123347,"0"
"09666",5194783,3241958,4778495,4164483,783040,1554887,1454894,548344,"1"
"09667",2630241,1563379,1849058,1425754,3347155,4804284,7488621,2202946,"0"
"09668",18043213,32231097,21917705,35667770,75214492,12505104,15069394,44959868,"1"
"09669",1092599,981119,1755940,1252565,1172794,649162,802537,1828706,"1"
"09670",5821515,6134320,3999587,6212422,9643743,4387316,3032752,2920977,"1"
"09671",14384388,12782738,8511703,13932399,2591029,320157,70006,2757406,"1"
"09672",5241486,5195836,3529046,3384559,2885117,6094417,5808104,7872725,"0"
"09673",1313064,1263315,998630,1318434,1268265,628719,882855,365426,"1"
"09675",15569490,17411634,14247936,15266538,11832814,13864240,4210975,2288714,"1"
"09676",1486648,2115561,2116205,1267781,1407508,712584,1477547,1707394,"1"
"09677",1149935,1465268,1827460,1174582,1357226,1768808,2410775,1511480,"0"
"09678",1177425,1029714,1944497,1094593,1806201,1303826,1251762,885115,"0"
"09679",2222958,1942479,2404116,2123589,3519961,5284816,4789383,856447,"0"
"09680",3691010,2592230,3439149,1924001,2850493,9360390,1794379,6633596,"0"
"09681",3899009,4021636,3204719,3085879,2289791,2025098,3391399,2353019,"1"
"09682",597861,721367,604915,670178,790108,1193071,1280608,780823,"0"
"09683",60203870,23806743,4052407,17147893,8600904,2534032,540266,1771731,"1"
"09684",966158,1433045,1745075,1795857,2143956,1834745,2224267,1617987,"0"
"09685",741189,1930081,8067151,5864038,5542049,5756486,3187203,8471236,"0"
"09686",6685380,3995349,4147265,1976471,1748859,3715512,3788924,10202664,"1"
"09687",3110978,7609633,4203944,4600464,6310501,5651929,4329054,2235293,"0"
"09688",2715325,7620060,3507246,1369799,2677270,6355540,5141460,3528682,"0"
"09689",3993985,1753049,4328740,33234511,3351425,2161637,30170153,6940959,"1"
"09690",673671,1238804,3882219,1648711,1871777,3446578,2627428,5731487,"0"
"09691",3294754,1450269,1660955,2797161,3731761,3367626,4651211,8299890,"0"
"09692",5060477,2808409,4839788,11357242,11989724,5697217,3530998,9723796,"0"
"09693",757049,557750,1024842,1130943,1213675,936798,965172,832928,"0"
"09694",16579272,5388680,4311171,5267037,8253934,6864522,4625075,4904897,"1"
"09695",1516705,2252595,1904774,1959928,1309666,1961876,897882,452342,"0"
"09696",989573,1161323,1016959,725999,1372897,1160068,1254736,550273,"0"
"09697",732937,1636926,604548,1013470,717162,2137056,1890222,525113,"0"
"09698",1290044,1365815,1234519,1729965,754143,1364887,769691,761564,"0"
"09699",663180,1176689,1850302,847599,899941,1297186,1062263,1184777,"0"
"09700",63315,3537842,2209403,2076119,1911218,3938688,2684282,1484817,"0"
"09701",3159544,6360884,1967158,2227082,3187708,2597777,2307244,2789805,"1"
"09702",1790719,1751635,1966637,1290691,1505580,1191513,1674020,1603727,"1"
"09703",10766440,4715200,9767392,7906269,7323244,5962950,6585539,12614792,"1"
"09704",2981240,12447269,5646910,7795642,12998865,5470076,32589095,40139981,"0"
"09705",1722377,3448802,7332267,2330430,4424539,2887852,2518097,2997265,"0"
"09706",10858492,7845723,12157595,9497831,14753675,12067935,2824268,3805860,"0"
"09707",1004775,1749667,469737,1179574,4126445,1593438,1900551,1840201,"0"
"09708",4757187,8572124,4792934,3344789,1319196,1020669,1716993,1527288,"1"
"09709",6618854,7259831,11682060,12756895,7853490,9889114,4819885,5860034,"0"
"09710",2599437,4700208,704562,313272,496692,456877,2287415,782635,"1"
"09711",1829314,1446732,2920939,918014,1054423,986883,1785255,1838443,"1"
"09712",695665,683896,475509,786132,682724,1166951,1326828,683013,"0"
"09713",339937,1205428,1196689,1263280,1790100,1874000,1820661,2245569,"0"
"09714",1772044,1863143,2650977,2784148,2692913,264689,72011,502723,"1"
"09715",20536999,9814525,6060699,4829293,4051355,6737501,10926809,5530666,"1"
"09716",5260222,9027659,5918026,3933778,4761931,8512075,8409335,7428997,"0"
"09717",463636,748501,1865127,813924,4947274,2957416,2335203,2422713,"0"
"09718",3745627,3587892,4025591,2867195,2756628,3075880,2772571,2880110,"1"
"09719",2512612,847979,4001628,8257241,2794704,7174309,14825414,7109859,"0"
"09720",1253792,2366247,1155828,1721501,1493033,868140,704101,532032,"1"
"09721",937656,1144279,1715558,1266692,1423798,1674242,2133292,1801961,"0"
"09722",4524018,3871666,2659529,8097896,6190200,6557048,6565415,11033764,"0"
"09723",667945,1110031,794799,826239,1195023,1153865,1037328,749853,"0"
"09724",1882817,1861216,1789991,1455993,1301157,2170363,1605602,1462619,"0"
"09725",3123692,2193803,2830217,2895925,2674174,2101624,2113153,1816491,"1"
"09726",8643104,29706558,18249794,16388746,8222806,18261942,3185109,25770460,"0"
"09727",1646934,1370956,1945202,2018048,2845935,2937691,1973298,2566112,"0"
"09728",7017,269706,330000,244891,411857,406878,109928,78962,"0"
"09729",1596250,1071755,2313174,805232,1710454,4020301,1460908,2220705,"0"
"09730",4337323,6609523,3651535,6185960,3926623,8822365,9620052,5344321,"0"
"09731",2307707,4202481,6742831,2504316,4213324,8889725,10091626,11919060,"0"
"09732",2568843,3566434,3271749,1386008,3879003,2917457,2303748,1623347,"0"
"09733",1018203,1080952,1393779,898653,1809796,1619126,1519840,4422845,"0"
"09734",375596,188450,157384,262919,251983,3647226,544829,593211,"0"
"09736",2888260,5026310,5993112,12981911,33598366,4004950,6639814,7381510,"0"
"09737",667574,1699411,1110015,1018604,1014055,1584406,457809,791160,"0"
"09738",1055200,510092,194737,922689,4746874,5889618,9174210,6302367,"0"
"09739",1807529,1030102,2690666,2249353,1567918,1687918,1594070,2513468,"1"
"09740",2870489,1962885,3371642,2501166,3057639,1568982,1752385,1908765,"1"
"09741",3737713,2968525,5174367,2907237,5631412,8453601,5821774,3584711,"0"
"09742",1652482,1806243,1682292,1519243,2280630,2346871,1963414,1562761,"0"
"09743",1987091,1678533,2275580,2711226,2479425,1576673,2825669,2764273,"1"
"09744",1048105,1369137,2582080,1821599,3954721,2093549,1594163,2052109,"0"
"09745",377627,619328,2745075,1701999,2363269,3325690,3698495,3442148,"0"
"09746",10511999,1667019,9495365,7326539,3652856,6077686,6296950,7313704,"1"
"09747",849516,956318,1001777,1510289,989069,1939954,425797,560970,"0"
"09748",15284128,3309920,7767352,6589503,17546588,4043437,21379706,3970112,"1"
"09749",4093169,5396682,4697846,1926428,2456605,1438260,2003930,1498061,"1"
"09750",1843005,1229693,1466741,1071784,3092923,1727716,1661445,1159996,"1"
"09751",2780856,3100876,1511800,3266019,2356362,2614273,1101360,5208312,"1"
"09752",588437,668377,498622,1477632,883032,1477559,1910430,1806787,"0"
"09753",3045635,9919665,2832895,7560962,9978670,8845317,5116372,7388301,"0"
"09754",3224875,1258716,2425190,2137571,2936105,1441327,1949272,631016,"1"
"09755",562943,1231976,1335909,1309292,3149827,2503649,1941251,2679932,"0"
"09756",6046875,3661230,4276342,3938296,2014374,1928732,1390157,2555433,"1"
"09757",11219050,14014546,9649453,8285015,4261517,1033498,634489,522785,"1"
"09758",3769765,7821352,2216400,8495044,3493156,5300958,2992337,3853569,"0"
"09759",955930,1491910,919617,621476,1295922,912258,1528114,533722,"1"
"09760",1250076,1426963,1294265,1061689,1295932,1472939,930909,1021351,"0"
"09761",5326779,2769741,6434995,16939503,9291976,7340176,9551884,5798307,"0"
"09762",1952113,1684794,1825525,4911784,4758866,3423410,5752132,7992094,"0"
"09764",14989755,23332593,16748065,13970254,30020179,24000990,18789676,42754190,"0"
"09767",3165488,3049004,10117547,4509945,3102469,1913550,4600546,3850354,"1"
"09768",797930,795572,208449,327588,95104,174679,268816,368301,"1"
"09770",1086765,20080307,2112432,2613057,1411143,2232312,867584,2533016,"0"
"09771",514225,684526,841052,861406,2411841,2902668,2049744,1388816,"0"
"09772",3586067,6025953,5075043,4091816,8214528,15412064,9053371,13663110,"0"
"09773",4992814,3401514,2517434,3571533,4303063,3449196,2894668,3233840,"1"
"09774",1061301,428837,976126,1096085,2195954,2033643,2159939,1105632,"0"
"09775",2751277,7639886,3181820,6877027,4800606,8169527,3609188,2344474,"0"
"09776",38727134,95083472,60965179,92903604,58359812,34561516,23834990,6740326,"1"
"09777",3407170,1391476,2056635,1221765,1429574,1347727,1495615,853387,"1"
"09778",15930481,9222655,6353908,21302236,10040592,9318251,26252775,7282830,"1"
"09779",1072981,1924675,1313111,1468959,1519995,1464623,2699978,1478214,"0"
"09781",1291350,1187457,2236351,764828,1548392,2052796,2071639,3174305,"0"
"09782",1533283,1244730,1410755,856348,797053,959593,1097645,780956,"1"
"09783",2251752,1643916,3824140,2899625,4479565,3321103,5563576,2460589,"0"
"09784",5728431,13764916,7075146,3445379,9978997,7771683,8001531,4657370,"0"
"09785",2689365,2571472,4708648,2070545,1483235,3330465,3554914,3127197,"0"
"09786",728832,1037312,1572624,1541708,603905,1226062,1477900,1039433,"0"
"09787",2012199,2657121,4573286,3904328,3313699,4818616,11327573,5521249,"0"
"09788",6761155,2865096,6432017,2414887,920233,838225,124345,221885,"1"
"09789",3557694,1887029,1388328,893160,1028632,2344463,921216,743214,"1"
"09790",1370204,1678642,1844152,10883781,7195416,2583100,2689384,1035906,"0"
"09791",1228937,885625,654830,758856,928510,1076873,752261,569709,"1"
"09792",1866175,3945943,1516864,4215993,1764529,1538401,1448704,1537932,"1"
"09793",7707541,17143320,6355052,14745844,4120862,4868784,2484337,1026449,"1"
"09794",2533019,4204065,2899380,1538578,2121500,4561586,4275875,4121240,"0"
"09795",1000211,456655,624156,877093,848498,1638409,2046689,1462242,"0"
"09796",359322,781833,1181037,972102,1727247,1618397,2015310,841709,"0"
"09797",2217351,2275374,2185196,2958199,1497986,1452538,945440,3058729,"1"
"09798",2591489,4610829,2523793,1876784,1518311,2312304,2247990,3589395,"1"
"09799",1261654,561621,1401111,640697,2044001,1120270,1723057,3203108,"1"
"09800",1112073,1499634,1278422,1302571,2341224,3074256,3203345,1630867,"0"
"09801",1931967,2496553,3315650,3016554,3054504,2178767,1970234,4033041,"0"
"09802",9521043,14182461,5635756,18374022,14025025,11181643,7969782,20356124,"0"
"09803",1520715,932951,857687,1378356,1264472,1703887,1509110,1861207,"0"
"09804",1692136,7581686,3617812,7214757,6607210,19190506,9813208,10949063,"0"
"09805",1793888,4107512,3862762,4906769,4500958,6805486,5776333,2740492,"0"
"09806",12779955,7266184,9988111,5425163,3606348,3258216,5910855,1497357,"1"
"09807",1687888,476286,1009155,795931,1800023,1392209,1662341,497076,"1"
"09808",6035879,3369834,1371964,6629530,1450234,1377510,2561259,2249877,"1"
"09809",633194,634606,1050367,1007443,1610970,2144855,7452571,4437123,"0"
"09810",13338115,7293836,3907974,6404886,6581678,11018841,21306247,7976935,"1"
"09811",1482397,955104,1018899,1366855,1931712,1498648,654560,455147,"0"
"09812",2450931,2595825,1336672,1305070,2187635,4330643,4374710,3949030,"0"
"09814",3266399,1619308,2864573,7638069,5022584,2575864,1527715,1319318,"1"
"09815",999283,999887,1335869,1039051,1310497,1406088,2717038,1259361,"0"
"09816",1343351,1216204,1456320,899545,1532411,1560185,469674,41395,"0"
"09817",1430649,4659678,4571258,5790163,2934197,3866602,2388666,2770986,"0"
"09818",554884,885670,913564,1329261,1269594,3095009,1143917,394414,"0"
"09819",12111583,6857211,8492481,6792771,8721263,8262759,9531842,10316241,"1"
"09820",591486,678511,716865,872518,1195196,1358910,1217057,579352,"0"
"09821",1889591,1880302,13917627,2618678,2709860,5115691,2481503,9888995,"0"
"09822",1672880,1112492,309080,823078,874030,617503,716880,733816,"1"
"09823",44353714,11076288,1426693,3906381,12373401,14827114,13753411,17989118,"1"
"09824",2932802,3092846,2272932,969236,2360973,2660603,2783382,1949722,"1"
"09825",740310,2204431,1460440,2059326,2801088,2427074,1426146,1223522,"0"
"09826",290433,1131529,1612477,599652,1363471,1058929,806611,322694,"0"
"09827",820675,2834688,1374033,850339,1616439,2076209,2958104,2874174,"0"
"09828",4668588,4516541,3943879,3878487,14911211,17007035,6930225,11345640,"0"
"09829",6947586,8065432,5348036,6037343,2592619,1286435,15192079,4795626,"1"
"09830",1374157,1155012,1440296,2598669,1206140,537805,1397284,794288,"1"
"09831",5204456,6099001,6079051,4047172,4676451,6737828,2722239,8946392,"0"
"09832",2358349,6329909,3740208,16886338,18673050,12905414,9189197,18093522,"0"
"09833",350872,205574,543475,1164544,3265332,1787761,1292188,2414598,"0"
"09834",823984,652185,682264,941162,2609801,1141048,2088725,1458070,"0"
"09835",927731,943888,1358341,688356,2278950,1272225,1139812,872696,"0"
"09836",944566,776004,1393274,2930717,1826908,1565186,1388628,838831,"0"
"09837",828748,611475,1275022,3725147,2184241,3953777,2060022,812412,"0"
"09838",2127517,2007370,1505577,1087130,1209012,870869,839007,13572,"1"
"09839",12710672,3653514,9790877,63339258,9517465,7862432,11171840,25923406,"1"
"09840",1347594,1093351,2573628,920991,1463643,2191565,1582249,1804824,"0"
"09841",1796252,2580230,3531241,3811753,7829076,15951022,2035755,4715836,"0"
"09842",8164107,7261736,7159654,3433700,3612213,5637059,5177022,11812432,"1"
"09843",1975307,6395002,4307611,10023123,9601264,13895351,6641293,15472540,"0"
"09844",2523079,1442142,873706,3050504,2293592,1784092,1873416,1424921,"1"
"09845",871671,469000,257894,436146,457239,795554,152490,284012,"1"
"09846",708529,2180096,3043471,2959385,3451404,2684732,3052507,1889583,"0"
"09848",1598704,1723591,2216726,1928746,1857777,1999862,1702633,1650038,"0"
"09849",745332,695356,983128,699306,1008810,1110689,525462,591030,"0"
"09850",1851805,2042319,1908826,1129597,1361995,1875545,1913781,1949649,"0"
"09851",460926,923307,867528,427515,696288,1386531,1039656,537998,"0"
"09852",3575282,2211799,2507525,3541659,4233850,1641884,5758184,1793391,"1"
"09853",99911,1037588,142460,637491,464092,687189,599493,314684,"0"
"09854",7958951,10160271,6763784,9427565,14638835,11852313,3796998,15487409,"0"
"09855",306340,337854,682154,847939,239386,237279,450173,236780,"1"
"09856",689270,1127447,2666584,1535161,1878248,1032425,2264134,1122881,"0"
"09857",772213,1081289,1626723,1478696,1855793,2306735,1873969,1285068,"0"
"09858",3825409,999051,3478268,3863573,4465059,3961490,5735751,4316393,"0"
"09859",4755175,4276419,14259312,3877904,5303244,17412536,15532279,16167950,"0"
"09860",1200397,969751,1059889,2351731,7193908,2266296,10174517,4745008,"0"
"09861",944929,1040245,2019002,503143,710242,610873,1332980,703590,"1"
"09862",6950598,1872283,5428649,8534073,3225777,9488545,11122179,5735691,"0"
"09863",2407901,6796743,2202870,2792240,3654450,3991624,6758643,7079076,"0"
"09864",5018657,2925738,2154147,2727186,2454677,2199525,5296338,3697338,"1"
"09865",1360469,2994359,1280629,156762,965849,1622964,2430544,1455825,"0"
"09866",5509234,3355904,12318341,7837614,5602980,5161386,2674463,5606822,"1"
"09867",5609578,10935025,11388169,9506412,8388856,13831044,11033932,15861344,"0"
"09868",2653188,6473637,5701668,3632447,7816633,5947466,4761763,6139381,"0"
"09869",1022846,929861,1571617,859832,1294689,4081850,1097285,2064903,"0"
"09870",1360590,1560651,2177656,1270005,2060573,1635141,2484353,1722383,"0"
"09871",4177492,3422956,4176529,2068575,3333013,5584237,3861221,3616294,"0"
"09872",733628,1027289,1128515,1555444,1418706,1421462,2262329,3043764,"0"
"09873",545767,139342,410764,321486,2920987,1891547,2866514,1953233,"0"
"09874",2689638,2386155,1809052,2666434,3816264,1474155,2287776,2235729,"1"
"09875",10693028,6124948,17162990,9972270,13754372,5141814,2792968,1471692,"1"
"09876",2276275,4064280,1241614,1021324,2295301,2517333,1998498,1432650,"0"
"09877",3571922,4465672,4907331,4133605,3091394,6034095,2870884,2288220,"0"
"09879",1591764,933855,4490068,2060913,933211,1296504,3144541,1045566,"1"
"09880",21753305,40860994,25317336,18130639,17534173,36461658,46140395,44295297,"0"
"09881",25500920,21700429,18700597,25395431,21951995,11751600,25110563,12343305,"1"
"09882",1199237,1978595,2023070,1598690,2178052,2594235,3881701,2487875,"0"
"09883",2561986,6287836,11567641,3003014,3481794,6882699,3134945,3795348,"0"
"09884",26086016,35530872,13813789,35982956,32996578,41582878,63907840,19777993,"0"
"09885",3352172,2051750,2611247,2402041,2864951,1661793,1958926,2218055,"1"
"09886",1952028,2138470,2835012,2213324,1229962,1569573,2522380,1849159,"1"
"09887",1640040,1126980,1470838,1162917,1438874,1295581,913451,1611923,"1"
"09889",9652467,2455895,3250513,11297172,2851799,4637289,8703129,10933124,"1"
"09890",35581078,25118825,12552017,18029839,11939130,11885141,9289528,10474024,"1"
"09891",2418693,5764601,6197527,5909068,12411829,10192135,7784217,6893594,"0"
"09892",3144512,3129451,2026839,1208921,1384056,2164929,2092632,3328817,"1"
"09893",1632941,1303845,1201523,979419,1534208,1198262,2117484,841281,"1"
"09894",872330,817471,801206,454508,474280,668891,834684,679970,"1"
"08981",1701258,697935,1846103,2223756,1086026,1324475,978821,1902520,"1"
"08982",1338513,2362021,2376490,3148362,2028185,2413688,2181698,2695285,"0"
"08983",1732088,2006553,2332991,2749667,859433,1409868,507186,1503522,"1"
"08984",8731270,9339702,7798037,13692128,10188347,21058404,8759474,12115768,"0"
"08985",11153922,13021412,11489131,17329133,10949988,9531508,8227389,10355060,"1"
"08986",1192091,3022963,2614887,1538215,2229614,1369926,1995607,2193820,"0"
"08987",880660,1193750,1907676,1098997,2170643,862726,1338875,417218,"1"
"08988",3924692,3402143,4878406,3186907,3772533,3640950,8172828,5932586,"1"
"08989",448094,3296213,2363495,2105055,1517549,389590,483347,183950,"1"
"08990",1188690,960043,1827564,3679123,6217398,33302653,10270661,3384493,"0"
